"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"1196";1196;0;0;0;0;0;0;4;4;4
"1197";1197;0;0;0;0;0;0;3;3;3
"1198";1198;0;0;0;0;5;5;5;5;5
"1199";1199;0;0;0;0;0;0;0;0;1
"1200";1200;0;0;0;0;0;0;0;0;0
"1201";1201;0;0;0;0;0;0;4;4;4
"1202";1202;0;0;0;0;0;0;4;4;4
"1203";1203;0;0;0;0;0;0;4;4;4
"1204";1204;0;0;0;0;0;0;4;4;4
"1205";1205;0;0;0;0;5;5;5;5;5
"1206";1206;0;0;0;0;0;0;3;3;3
"1207";1207;0;0;0;0;0;0;4;4;4
"1208";1208;0;0;0;0;0;0;4;4;4
"1209";1209;0;0;0;0;0;0;4;4;4
"1210";1210;0;0;0;0;0;0;4;4;4
"1211";1211;0;0;0;0;0;0;4;4;4
"1212";1212;0;0;0;0;0;0;4;4;4
"1213";1213;0;0;0;0;0;0;0;0;0
"1214";1214;0;0;0;0;0;0;3;3;3
"1215";1215;0;0;0;0;0;0;0;0;2
"1216";1216;0;0;0;0;0;0;3;3;3
"1217";1217;0;0;0;0;0;0;3;3;3
"1218";1218;0;0;0;0;0;0;3;3;3
"1219";1219;0;0;0;0;0;0;3;3;3
"1220";1220;0;0;0;0;0;0;4;4;4
"1221";1221;0;0;0;0;0;0;4;4;4
"1222";1222;0;0;0;0;0;0;4;4;4
"1223";1223;0;0;0;0;0;0;4;4;4
"1224";1224;0;0;0;0;5;5;5;5;5
"1225";1225;0;0;0;0;5;5;5;5;5
"1226";1226;0;0;0;0;5;5;5;5;5
"1227";1227;0;0;0;0;0;0;3;3;3
"1228";1228;0;0;0;0;0;0;3;3;3
"1229";1229;0;0;0;0;0;0;4;4;4
"1230";1230;0;0;0;0;5;5;5;5;5
"1231";1231;0;0;0;0;5;5;5;5;5
"1232";1232;0;0;0;0;5;5;5;5;5
"1233";1233;0;0;0;0;0;0;0;0;2
"1234";1234;0;0;0;0;0;0;0;0;2
"1235";1235;0;0;0;0;5;5;5;5;5
"1236";1236;0;0;0;0;5;5;5;5;5
"1237";1237;0;0;0;0;5;5;5;5;5
"1238";1238;0;0;0;0;0;0;0;0;2
"1239";1239;0;0;0;0;0;0;0;0;2
"1240";1240;0;0;0;0;0;0;4;4;4
"1241";1241;0;0;0;0;0;0;0;0;2
"1242";1242;0;0;0;0;0;0;4;4;4
"1243";1243;0;0;0;0;5;5;5;5;5
"1244";1244;0;0;0;0;0;0;4;4;4
"1245";1245;0;0;0;0;5;5;5;5;5
"1246";1246;0;0;0;0;0;0;4;4;4
"1247";1247;0;0;0;0;5;5;5;5;5
"1248";1248;0;0;0;0;0;0;3;3;3
"1249";1249;0;0;0;0;0;0;4;4;4
"1250";1250;0;0;0;0;5;5;5;5;5
"1251";1251;0;0;0;0;5;5;5;5;5
"1252";1252;0;0;0;0;5;5;5;5;5
"1253";1253;0;0;0;0;5;5;5;5;5
"1254";1254;0;0;0;0;0;0;0;0;1
"1255";1255;0;0;0;0;5;5;5;5;5
"1256";1256;0;0;0;0;5;5;5;5;5
"1257";1257;0;0;0;0;5;5;5;5;5
"1258";1258;0;0;0;0;0;0;0;0;0
"1259";1259;0;0;0;0;0;0;0;0;0
"1260";1260;0;0;0;0;0;0;0;0;0
"1261";1261;0;0;0;0;0;0;0;0;1
"1262";1262;0;0;0;0;0;0;0;0;1
"1263";1263;0;0;0;0;0;0;0;0;0
"1264";1264;0;0;0;0;0;0;0;0;0
"1265";1265;0;0;0;0;0;0;0;0;1
"1266";1266;0;0;0;0;0;0;0;0;1
"1267";1267;0;0;0;0;0;0;0;0;2
"1268";1268;0;0;0;0;5;5;5;5;5
"1269";1269;0;0;0;0;0;0;0;0;2
"1270";1270;0;0;0;0;5;5;5;5;5
"1271";1271;0;0;0;0;0;0;0;0;0
"1272";1272;0;0;0;0;0;0;0;0;0
"1273";1273;0;0;0;0;5;5;5;5;5
"1274";1274;0;0;0;0;0;0;4;4;4
"1275";1275;0;0;0;0;0;0;0;0;0
"1276";1276;0;0;0;0;5;5;5;5;5
"1277";1277;0;0;0;0;5;5;5;5;5
"1278";1278;0;0;0;0;0;0;4;4;4
"1279";1279;0;0;0;0;0;0;3;3;3
"1280";1280;0;0;0;0;0;0;4;4;4
"1281";1281;0;0;0;0;0;0;0;0;0
"1282";1282;0;0;0;0;0;0;4;4;4
"1283";1283;0;0;0;0;0;0;4;4;4
"1284";1284;0;0;0;0;0;0;0;0;0
"1285";1285;0;0;0;0;0;0;0;0;1
"1286";1286;0;0;0;0;5;5;5;5;5
"1287";1287;0;0;0;0;5;5;5;5;5
"1288";1288;0;0;0;0;0;0;4;4;4
"1289";1289;0;0;0;0;0;0;0;0;2
"1290";1290;0;0;0;0;0;0;0;0;1
"1291";1291;0;0;0;0;0;0;4;4;4
"1292";1292;0;0;0;0;0;0;4;4;4
"1293";1293;0;0;0;0;5;5;5;5;5
"1294";1294;0;0;0;0;0;0;3;3;3
"1295";1295;0;0;0;0;5;5;5;5;5
"1296";1296;0;0;0;0;5;5;5;5;5
"1297";1297;0;0;0;0;5;5;5;5;5
"1298";1298;0;0;0;0;0;0;0;0;0
"1299";1299;0;0;0;0;5;5;5;5;5
"1300";1300;0;0;0;0;5;5;5;5;5
"1301";1301;0;0;0;0;5;5;5;5;5
"1302";1302;0;0;0;0;0;0;0;0;1
"1303";1303;0;0;0;0;0;0;3;3;3
"1304";1304;0;0;0;0;0;0;0;0;2
"1305";1305;0;0;0;0;5;5;5;5;5
"1306";1306;0;0;0;0;0;0;4;4;4
"1307";1307;0;0;0;0;0;0;3;3;3
"1308";1308;0;0;0;0;5;5;5;5;5
"1309";1309;0;0;0;0;5;5;5;5;5
"1310";1310;0;0;0;0;5;5;5;5;5
"1311";1311;0;0;0;0;5;5;5;5;5
"1312";1312;0;0;0;0;5;5;5;5;5
"1313";1313;0;0;0;0;5;5;5;5;5
"1314";1314;0;0;0;0;5;5;5;5;5
"1315";1315;0;0;0;0;0;0;4;4;4
"1316";1316;0;0;0;0;5;5;5;5;5
"1317";1317;0;0;0;0;0;0;0;0;2
"1318";1318;0;0;0;0;0;0;0;0;2
"1319";1319;0;0;0;0;5;5;5;5;5
"1320";1320;0;0;0;0;5;5;5;5;5
"1321";1321;0;0;0;0;5;5;5;5;5
"1322";1322;0;0;0;0;5;5;5;5;5
"1323";1323;0;0;0;0;5;5;5;5;5
"1324";1324;0;0;0;0;5;5;5;5;5
"1325";1325;0;0;0;0;5;5;5;5;5
"1326";1326;0;0;0;0;5;5;5;5;5
"1327";1327;0;0;0;0;5;5;5;5;5
"1328";1328;0;0;0;0;5;5;5;5;5
"1329";1329;0;0;0;0;5;5;5;5;5
"1330";1330;0;0;0;0;5;5;5;5;5
"1331";1331;0;0;0;0;5;5;5;5;5
"1332";1332;0;0;0;0;5;5;5;5;5
"1333";1333;0;0;0;0;0;0;4;4;4
"1334";1334;0;0;0;0;5;5;5;5;5
"1335";1335;0;0;0;0;5;5;5;5;5
"1336";1336;0;0;0;0;5;5;5;5;5
"1337";1337;0;0;0;0;0;0;4;4;4
"1338";1338;0;0;0;0;5;5;5;5;5
"1339";1339;0;0;0;0;0;0;4;4;4
"1340";1340;0;0;0;0;0;0;0;0;1
"1341";1341;0;0;0;0;0;0;3;3;3
"1342";1342;0;0;0;0;0;0;4;4;4
"1343";1343;0;0;0;0;5;5;5;5;5
"1344";1344;0;0;0;0;0;0;4;4;4
"1345";1345;0;0;0;0;5;5;5;5;5
"1346";1346;0;0;0;0;0;0;4;4;4
"1347";1347;0;0;0;0;0;0;4;4;4
"1348";1348;0;0;0;0;0;0;4;4;4
"1349";1349;0;0;0;0;0;0;4;4;4
"1350";1350;0;0;0;0;0;0;4;4;4
"1351";1351;0;0;0;0;0;0;4;4;4
"1352";1352;0;0;0;0;5;5;5;5;5
"1353";1353;0;0;0;0;0;0;4;4;4
"1354";1354;0;0;0;0;0;0;4;4;4
"1355";1355;0;0;0;0;0;0;4;4;4
"1356";1356;0;0;0;0;0;0;3;3;3
"1357";1357;0;0;0;0;0;0;4;4;4
"1358";1358;0;0;0;0;0;0;0;0;2
"1359";1359;0;0;0;0;0;0;4;4;4
"1360";1360;0;0;0;0;0;0;4;4;4
"1361";1361;0;0;0;0;0;0;4;4;4
"1362";1362;0;0;0;0;5;5;5;5;5
"1363";1363;0;0;0;0;0;0;4;4;4
"1364";1364;0;0;0;0;5;5;5;5;5
"1365";1365;0;0;0;0;5;5;5;5;5
"1366";1366;0;0;0;0;5;5;5;5;5
"1367";1367;0;0;0;0;5;5;5;5;5
"1368";1368;0;0;0;0;0;0;4;4;4
"1369";1369;0;0;0;0;0;0;4;4;4
"1370";1370;0;0;0;0;0;0;4;4;4
"1371";1371;0;0;0;0;0;0;4;4;4
"1372";1372;0;0;0;0;0;0;4;4;4
"1373";1373;0;0;0;0;5;5;5;5;5
"1374";1374;0;0;0;0;5;5;5;5;5
"1375";1375;0;0;0;0;5;5;5;5;5
"1376";1376;0;0;0;0;5;5;5;5;5
"1377";1377;0;0;0;0;0;0;4;4;4
"1378";1378;0;0;0;0;5;5;5;5;5
"1379";1379;0;0;0;0;0;0;4;4;4
"1380";1380;0;0;0;0;0;0;4;4;4
"1381";1381;0;0;0;0;0;0;4;4;4
"1382";1382;0;0;0;0;0;0;4;4;4
"1383";1383;0;0;0;0;0;0;0;0;2
"1384";1384;0;0;0;0;0;0;4;4;4
"1385";1385;0;0;0;0;0;0;4;4;4
"1386";1386;0;0;0;0;0;0;4;4;4
"1387";1387;0;0;0;0;0;0;3;3;3
"1388";1388;0;0;0;0;5;5;5;5;5
"1389";1389;0;0;0;0;5;5;5;5;5
"1390";1390;0;0;0;0;0;0;4;4;4
"1391";1391;0;0;0;0;0;0;4;4;4
"1392";1392;0;0;0;0;0;0;3;3;3
"1393";1393;0;0;0;0;5;5;5;5;5
"1394";1394;0;0;0;0;5;5;5;5;5
"1395";1395;0;0;0;0;0;0;4;4;4
"1396";1396;0;0;0;0;0;0;4;4;4
"1397";1397;0;0;0;0;5;5;5;5;5
"1398";1398;0;0;0;0;0;0;0;0;1
"1399";1399;0;0;0;0;0;0;4;4;4
"1400";1400;0;0;0;0;0;0;4;4;4
"1401";1401;0;0;0;0;0;0;4;4;4
"1402";1402;0;0;0;0;0;0;4;4;4
"1403";1403;0;0;0;0;0;0;0;0;0
"1404";1404;0;0;0;0;0;0;4;4;4
"1405";1405;0;0;0;0;0;0;0;0;0
"1406";1406;0;0;0;0;0;0;4;4;4
"1407";1407;0;0;0;0;0;0;0;0;1
"1408";1408;0;0;0;0;0;0;0;0;1
"1409";1409;0;0;0;0;0;0;3;3;3
"1410";1410;0;0;0;0;0;0;0;0;0
"1411";1411;0;0;0;0;0;0;0;0;1
"1412";1412;0;0;0;0;0;0;0;0;2
"1413";1413;0;0;0;0;0;0;0;0;0
"1414";1414;0;0;0;0;0;0;4;4;4
"1415";1415;0;0;0;0;0;0;0;0;2
"1416";1416;0;0;0;0;0;0;4;4;4
"1417";1417;0;0;0;0;5;5;5;5;5
"1418";1418;0;0;0;0;5;5;5;5;5
"1419";1419;0;0;0;0;5;5;5;5;5
"1420";1420;0;0;0;0;5;5;5;5;5
"1421";1421;0;0;0;0;0;0;3;3;3
"1422";1422;0;0;0;0;5;5;5;5;5
"1423";1423;0;0;0;0;5;5;5;5;5
"1424";1424;0;0;0;0;5;5;5;5;5
"1425";1425;0;0;0;0;0;0;0;0;0
"1426";1426;0;0;0;0;0;0;3;3;3
"1427";1427;0;0;0;0;0;0;0;0;2
"1428";1428;0;0;0;0;0;0;4;4;4
"1429";1429;0;0;0;0;5;5;5;5;5
"1430";1430;0;0;0;0;0;0;4;4;4
"1431";1431;0;0;0;0;5;5;5;5;5
"1432";1432;0;0;0;0;0;0;3;3;3
"1433";1433;0;0;0;0;5;5;5;5;5
"1434";1434;0;0;0;0;0;0;3;3;3
"1435";1435;0;0;0;0;0;0;4;4;4
"1436";1436;0;0;0;0;0;0;0;0;0
"1437";1437;0;0;0;0;5;5;5;5;5
"1438";1438;0;0;0;0;0;0;4;4;4
"1439";1439;0;0;0;0;0;0;3;3;3
"1440";1440;0;0;0;0;0;0;4;4;4
"1441";1441;0;0;0;0;5;5;5;5;5
"1442";1442;0;0;0;0;5;5;5;5;5
"1443";1443;0;0;0;0;5;5;5;5;5
"1444";1444;0;0;0;0;5;5;5;5;5
"1445";1445;0;0;0;0;0;0;4;4;4
"1446";1446;0;0;0;0;5;5;5;5;5
"1447";1447;0;0;0;0;0;0;4;4;4
"1448";1448;0;0;0;0;5;5;5;5;5
"1449";1449;0;0;0;0;0;0;4;4;4
"1450";1450;0;0;0;0;0;0;4;4;4
"1451";1451;0;0;0;0;5;5;5;5;5
"1452";1452;0;0;0;0;0;0;4;4;4
"1453";1453;0;0;0;0;0;0;4;4;4
"1454";1454;0;0;0;0;0;0;4;4;4
"1455";1455;0;0;0;0;0;0;4;4;4
"1456";1456;0;0;0;0;0;0;0;0;0
"1457";1457;0;0;0;0;0;0;0;0;0
"1458";1458;0;0;0;0;0;0;0;0;0
"1459";1459;0;0;0;0;0;0;4;4;4
"1460";1460;0;0;0;0;0;0;4;4;4
"1461";1461;0;0;0;0;0;0;4;4;4
"1462";1462;0;0;0;0;0;0;0;0;0
"1463";1463;0;0;0;0;0;0;0;0;0
"1464";1464;0;0;0;0;0;0;0;0;0
"1465";1465;0;0;0;0;0;0;4;4;4
"1466";1466;0;0;0;0;0;0;4;4;4
"1467";1467;0;0;0;0;0;0;0;0;0
"1468";1468;0;0;0;0;0;0;4;4;4
"1469";1469;0;0;0;0;0;0;0;0;0
"1470";1470;0;0;0;0;0;0;4;4;4
"1471";1471;0;0;0;0;0;0;4;4;4
"1472";1472;0;0;0;0;0;0;4;4;4
"1473";1473;0;0;0;0;5;5;5;5;5
"1474";1474;0;0;0;0;0;0;4;4;4
"1475";1475;0;0;0;0;5;5;5;5;5
"1476";1476;0;0;0;0;0;0;4;4;4
"1477";1477;0;0;0;0;5;5;5;5;5
"1478";1478;0;0;0;0;0;0;4;4;4
"1479";1479;0;0;0;0;0;0;4;4;4
"1480";1480;0;0;0;0;5;5;5;5;5
"1481";1481;0;0;0;0;0;0;4;4;4
"1482";1482;0;0;0;0;0;0;4;4;4
"1483";1483;0;0;0;0;0;0;4;4;4
"1484";1484;0;0;0;0;5;5;5;5;5
"1485";1485;0;0;0;0;0;0;4;4;4
"1486";1486;0;0;0;0;0;0;3;3;3
"1487";1487;0;0;0;0;0;0;4;4;4
"1488";1488;0;0;0;0;0;0;4;4;4
"1489";1489;0;0;0;0;0;0;3;3;3
"1490";1490;0;0;0;0;0;0;4;4;4
"1491";1491;0;0;0;0;0;0;4;4;4
"1492";1492;0;0;0;0;0;0;4;4;4
"1493";1493;0;0;0;0;0;0;4;4;4
"1494";1494;0;0;0;0;0;0;0;0;2
"1495";1495;0;0;0;0;0;0;0;0;1
"1496";1496;0;0;0;0;0;0;4;4;4
"1497";1497;0;0;0;0;0;0;0;0;1
"1498";1498;0;0;0;0;0;0;4;4;4
"1499";1499;0;0;0;0;0;0;4;4;4
"1500";1500;0;0;0;0;5;5;5;5;5
"1501";1501;0;0;0;0;0;0;4;4;4
"1502";1502;0;0;0;0;0;0;4;4;4
"1503";1503;0;0;0;0;0;0;3;3;3
"1504";1504;0;0;0;0;0;0;4;4;4
"1505";1505;0;0;0;0;0;0;3;3;3
"1506";1506;0;0;0;0;0;0;4;4;4
"1507";1507;0;0;0;0;0;0;3;3;3
"1508";1508;0;0;0;0;0;0;4;4;4
"1509";1509;0;0;0;0;0;0;4;4;4
"1510";1510;0;0;0;0;0;0;4;4;4
"1511";1511;0;0;0;0;5;5;5;5;5
"1512";1512;0;0;0;0;0;0;4;4;4
"1513";1513;0;0;0;0;5;5;5;5;5
"1514";1514;0;0;0;0;0;0;4;4;4
"1515";1515;0;0;0;0;0;0;4;4;4
"1516";1516;0;0;0;0;5;5;5;5;5
"1517";1517;0;0;0;0;0;0;4;4;4
"1518";1518;0;0;0;0;0;0;4;4;4
"1519";1519;0;0;0;0;0;0;4;4;4
"1520";1520;0;0;0;0;0;0;3;3;3
"1521";1521;0;0;0;0;0;0;4;4;4
"1522";1522;0;0;0;0;5;5;5;5;5
"1523";1523;0;0;0;0;0;0;3;3;3
"1524";1524;0;0;0;0;0;0;4;4;4
"1525";1525;0;0;0;0;5;5;5;5;5
"1526";1526;0;0;0;0;0;0;4;4;4
"1527";1527;0;0;0;0;0;0;3;3;3
"1528";1528;0;0;0;0;5;5;5;5;5
"1529";1529;0;0;0;0;5;5;5;5;5
"1530";1530;0;0;0;0;5;5;5;5;5
"1531";1531;0;0;0;0;5;5;5;5;5
"1532";1532;0;0;0;0;0;0;4;4;4
"1533";1533;0;0;0;0;5;5;5;5;5
"1534";1534;0;0;0;0;5;5;5;5;5
"1535";1535;0;0;0;0;5;5;5;5;5
"1536";1536;0;0;0;0;5;5;5;5;5
"1537";1537;0;0;0;0;5;5;5;5;5
"1538";1538;0;0;0;0;5;5;5;5;5
"1539";1539;0;0;0;0;5;5;5;5;5
"1540";1540;0;0;0;0;0;0;0;0;0
"1541";1541;0;0;0;0;5;5;5;5;5
"1542";1542;0;0;0;0;5;5;5;5;5
"1543";1543;0;0;0;0;5;5;5;5;5
"1544";1544;0;0;0;0;5;5;5;5;5
"1545";1545;0;0;0;0;0;0;3;3;3
"1546";1546;0;0;0;0;0;0;3;3;3
"1547";1547;0;0;0;0;5;5;5;5;5
"1548";1548;0;0;0;0;0;0;4;4;4
"1549";1549;0;0;0;0;0;0;3;3;3
"1550";1550;0;0;0;0;0;0;3;3;3
"1551";1551;0;0;0;0;5;5;5;5;5
"1552";1552;0;0;0;0;0;0;4;4;4
"1553";1553;0;0;0;0;5;5;5;5;5
"1554";1554;0;0;0;0;0;0;4;4;4
"1555";1555;0;0;0;0;5;5;5;5;5
"1556";1556;0;0;0;0;5;5;5;5;5
"1557";1557;0;0;0;0;5;5;5;5;5
"1558";1558;0;0;0;0;5;5;5;5;5
"1559";1559;0;0;0;0;5;5;5;5;5
"1560";1560;0;0;0;0;0;0;4;4;4
"1561";1561;0;0;0;0;5;5;5;5;5
"1562";1562;0;0;0;0;5;5;5;5;5
"1563";1563;0;0;0;0;5;5;5;5;5
"1564";1564;0;0;0;0;5;5;5;5;5
"1565";1565;0;0;0;0;5;5;5;5;5
"1566";1566;0;0;0;0;5;5;5;5;5
"1567";1567;0;0;0;0;5;5;5;5;5
"1568";1568;0;0;0;0;0;0;0;0;1
"1569";1569;0;0;0;0;5;5;5;5;5
"1570";1570;0;0;0;0;5;5;5;5;5
"1571";1571;0;0;0;0;5;5;5;5;5
"1572";1572;0;0;0;0;0;0;4;4;4
